"767","4955","396","793","397"
"768","2975","357","476","119"
"769","2183","262","349","87"
"770","3628","726","580","-146"
"771","3678","221","588","367"
"772","1463","29","234","205"
"773","3443","69","551","482"
"774","2529","152","405","253"
"775","3692","517","591","74"
"776","2942","294","471","177"
"777","4845","194","775","581"
"778","3667","440","587","147"
"779","3833","153","613","460"
"780","3104","62","497","435"
"781","1847","332","296","-36"
"782","4040","242","646","404"
"783","2012","201","322","121"
"784","4759","286","761","475"
"785","3819","764","611","-153"
"786","2333","47","373","326"
"787","3715","74","594","520"
"788","2053","82","328","246"
"789","1685","169","270","101"
"790","3454","484","553","69"
"791","2492","199","399","200"
"792","2718","489","435","-54"
"793","4175","84","668","584"
"794","4196","336","671","335"
"795","2570","51","411","360"
"796","4346","522","695","173"
"797","4801","672","768","96"
"798","1604","321","257","-64"
"799","3863","773","618","-155"
"800","4424","88","708","620"
"801","2598","208","416","208"
"802","3748","675","600","-75"
"803","4564","456","730","274"
"804","2028","81","324","243"
"805","4386","702","702","0"
"806","3978","398","636","238"
"807","3908","78","625","547"
"808","1393","56","223","167"
"809","4997","899","800","-99"
"810","1060","148","170","22"
"811","3803","304","608","304"
"812","4670","841","747","-94"
"813","2863","229","458","229"
"814","3416","137","547","410"
"815","3625","508","580","72"
"816","2603","521","416","-105"
"817","2858","229","457","228"
"818","3893","311","623","312"
"819","4414","88","706","618"
"820","3008","120","481","361"
"821","4843","678","775","97"
"822","2475","495","396","-99"
"823","2685","430","430","0"
"824","4555","91","729","638"
"825","3060","245","490","245"
"826","1874","150","300","150"
"827","4757","95","761","666"
"828","2135","299","342","43"
"829","2193","439","351","-88"
"830","4737","189","758","569"
"831","1930","347","309","-38"
"832","3469","486","555","69"
"833","4857","583","777","194"
"834","4244","255","679","424"
"835","4177","752","668","-84"
"836","2853","342","456","114"
"837","2142","43","343","300"
"838","4037","242","646","404"
"839","3760","75","602","527"
"840","2654","106","425","319"
"841","3231","517","517","0"
"842","3784","681","605","-76"
"843","4529","543","725","182"
"844","4469","179","715","536"
"845","4966","695","795","100"
"846","4371","525","699","174"
"847","2798","168","448","280"
"848","1764","35","282","247"
"849","2577","155","412","257"
"850","2808","449","449","0"
"851","2333","373","373","0"
"852","1731","277","277","0"
"853","3112","187","498","311"
"854","4495","629","719","90"
"855","2596","363","415","52"
"856","4956","396","793","397"
"857","1800","72","288","216"
"858","1254","125","201","76"
"859","2256","451","361","-90"
"860","4690","563","750","187"
"861","3209","64","513","449"
"862","4874","682","780","98"
"863","1566","313","251","-62"
"864","2269","318","363","45"
"865","3722","149","596","447"
"866","1080","86","173","87"
"867","1150","138","184","46"
"868","1092","153","175","22"
"869","1984","79","317","238"
"870","2113","296","338","42"
"871","2376","285","380","95"
"872","4184","837","669","-168"
"873","4968","99","795","696"
"874","3274","65","524","459"
"875","4973","796","796","0"
"876","4580","733","733","0"
"877","3280","262","525","263"
"878","2988","60","478","418"
"879","4564","730","730","0"
"880","1290","26","206","180"
"881","1185","166","190","24"
"882","4815","963","770","-193"
"883","4053","648","648","0"
"884","2512","452","402","-50"
"885","1683","337","269","-68"
"886","4005","481","641","160"
"887","2622","420","420","0"
"888","3384","474","541","67"
"889","1647","198","264","66"
"890","2802","280","448","168"
"891","3160","379","506","127"
"892","4058","487","649","162"
"893","3510","351","562","211"
"894","2992","479","479","0"
"895","4180","167","669","502"
"896","1120","67","179","112"
"897","1702","102","272","170"
"898","4581","550","733","183"
"899","4472","894","716","-178"
"900","2408","337","385","48"
"901","1687","101","270","169"
"902","2035","81","326","245"
"903","2171","130","347","217"
"904","2766","111","443","332"
"905","4303","344","688","344"
"906","1713","240","274","34"
"907","2577","103","412","309"
"908","3724","74","596","522"
"909","3349","402","536","134"
"910","3739","673","598","-75"
"911","3152","252","504","252"
"912","2996","60","479","419"
"913","2855","228","457","229"
"914","3424","205","548","343"
"915","4349","522","696","174"
"916","1437","201","230","29"
"917","3304","66","529","463"
"918","2975","238","476","238"
"919","2671","374","427","53"
"920","4169","667","667","0"
"921","3564","71","570","499"
"922","2427","485","388","-97"
"923","2838","341","454","113"
"924","4458","267","713","446"
"925","3845","461","615","154"
"926","2977","476","476","0"
"927","4854","97","777","680"
"928","1057","148","169","21"
"929","4751","190","760","570"
"930","4086","572","654","82"
"931","2311","92","370","278"
"932","3844","461","615","154"
"933","3664","147","586","439"
"934","4319","259","691","432"
"935","4198","672","672","0"
"936","3660","586","586","0"
"937","4813","289","770","481"
"938","2242","269","359","90"
"939","2141","214","343","129"
"940","1613","194","258","64"
"941","4071","326","651","325"
"942","4982","199","797","598"
"943","4138","166","662","496"
"944","1610","322","258","-64"
"945","4401","880","704","-176"
"946","4182","335","669","334"
"947","2631","53","421","368"
"948","3326","466","532","66"
"949","2535","406","406","0"
"950","1907","343","305","-38"
"951","4286","771","686","-85"
"952","3947","710","632","-78"
"953","2108","84","337","253"
"954","2235","224","358","134"
"955","1680","34","269","235"
"956","2339","187","374","187"
"957","3396","136","543","407"
"958","4643","93","743","650"
"959","3896","312","623","311"
"960","4196","420","671","251"
"961","1263","202","202","0"
"962","1690","270","270","0"
"963","1474","88","236","148"
"964","1070","43","171","128"
"965","4784","670","765","95"
"966","4201","672","672","0"
"967","3362","672","538","-134"
"968","1866","261","299","38"
"969","1852","333","296","-37"
"970","1133","204","181","-23"
"971","3585","502","574","72"
"972","1758","246","281","35"
"973","4601","920","736","-184"
"974","2069","207","331","124"
"975","4492","809","719","-90"
"976","2358","47","377","330"
"977","4275","86","684","598"
"978","2085","334","334","0"
"979","4508","902","721","-181"
"980","1911","344","306","-38"
"981","4410","176","706","530"
"982","1047","63","168","105"
"983","1311","157","210","53"
"984","3276","393","524","131"
"985","3467","347","555","208"
"986","4673","374","748","374"
"987","2138","171","342","171"
"988","2643","317","423","106"
"989","2182","87","349","262"
"990","1104","88","177","89"
"991","2415","435","386","-49"
"992","4538","817","726","-91"
"993","4665","93","746","653"
"994","1585","254","254","0"
"995","3552","142","568","426"
"996","3034","546","485","-61"
"997","4470","179","715","536"
"998","3592","72","575","503"
"999","1291","207","207","0"
"1000","4533","91","725","634"
"1001","3736","374","598","224"
"1002","3032","424","485","61"
"1003","3799","304","608","304"
"1004","2925","234","468","234"
"1005","4842","968","775","-193"
"1006","1879","225","301","76"
"1007","3392","68","543","475"
"1008","4020","643","643","0"
"1009","1808","72","289","217"
"1010","3793","379","607","228"
"1011","3177","445","508","63"
"1012","3711","594","594","0"
"1013","1017","203","163","-40"
"1014","3735","598","598","0"
"1015","3758","225","601","376"
"1016","1420","28","227","199"
"1017","1063","213","170","-43"
"1018","3618","724","579","-145"
"1019","2092","293","335","42"
"1020","2469","148","395","247"
"1021","4511","180","722","542"
"1022","3921","235","627","392"
"1023","2513","302","402","100"
"1024","4914","885","786","-99"
"1025","4888","684","782","98"
"1026","1469","29","235","206"
"1027","2525","455","404","-51"
"1028","3626","508","580","72"
"1029","2123","127","340","213"
"1030","2252","360","360","0"
"1031","2808","56","449","393"
"1032","3249","650","520","-130"
"1033","3770","528","603","75"
"1034","4540","817","726","-91"
"1035","2804","505","449","-56"
"1036","3816","305","611","306"
"1037","2683","429","429","0"
"1038","2284","137","365","228"
"1039","3725","373","596","223"
"1040","1962","275","314","39"
"1041","3923","549","628","79"
"1042","3418","684","547","-137"
"1043","1297","208","208","0"
"1044","4339","434","694","260"
"1045","4446","889","711","-178"
"1046","2754","220","441","221"
"1047","2476","198","396","198"
"1048","4142","414","663","249"
"1049","3129","375","501","126"
"1050","1732","69","277","208"
"1051","3073","430","492","62"
"1052","4928","99","788","689"
"1053","1681","202","269","67"
"1054","1772","248","284","36"
"1055","4959","793","793","0"
"1056","4807","673","769","96"
